Work_Center,Operation_Short,Activity,Opr_System_status,Earl_start_date,EarliestEndDate,Station_Code,Normal_duration,Norm_duratn_un,Well_Name,Field,Responsible_asset,Well_ID,Well_Location,Well_Function,Well_Category,PCAP_Category,Move_days,PDO_Well_Type
SWER116,BQ26-37377,BQ26,REL,2028-11-29,2029-01-14,YIB,46.5,DAY,JLL SW _DL32,JALEEL SOUTH WEST,NORTH,37377,JLL SW _DL32,Oil Producer,Development,Category IV,0,YEL23ESHDUALLINEITEM
SWER116,BQ27-37378,BQ27,REL,2029-01-14,2029-03-02,YIB,46.5,DAY,JLL SW _DL33,JALEEL SOUTH WEST,NORTH,37378,JLL SW _DL33,Oil Producer,Development,Category IV,0,YEL23ESHDUALLINEITEM
SWER116,BQ28-37379,BQ28,REL,2029-03-02,2029-04-03,YIB,32.400001525878906,DAY,JLL SW _SL_OP12,JALEEL SOUTH WEST,NORTH,37379,JLL SW _SL_OP12,Oil Producer,Development,Category IV,0,YEL23ESHC
SWER116,BQ29-37380,BQ29,REL,2029-04-03,2029-05-06,YIB,32.400001525878906,DAY,JLL SW _SL_OP13,JALEEL SOUTH WEST,NORTH,37380,JLL SW _SL_OP13,Oil Producer,Development,Category IV,0,YEL23ESHC
SWER116,BQ30-37381,BQ30,REL,2029-05-06,2029-06-09,YIB,34.099998474121094,DAY,JLL SW _WI21,JALEEL SOUTH WEST,NORTH,37381,JLL SW _WI21,Water Injector,Development,Category IV,0,YEL24WIHCLINEITEM
SWER116,BQ31-37382,BQ31,REL,2029-06-09,2029-07-13,YIB,34.099998474121094,DAY,JLL SW _WI22,JALEEL SOUTH WEST,NORTH,37382,JLL SW _WI22,Water Injector,Development,Category IV,0,YEL24WIHCLINEITEM
SWER116,BQ32-37383,BQ32,REL,2029-07-13,2029-08-16,YIB,34.099998474121094,DAY,JLL SW _WI23,JALEEL SOUTH WEST,NORTH,37383,JLL SW _WI23,Water Injector,Development,Category IV,0,YEL24WIHCLINEITEM
SWER115,BQ33-37384,BQ33,REL,2028-07-22,2028-09-06,YIB,46.5,DAY,JLL SW _DL27,JALEEL SOUTH WEST,NORTH,37384,JLL SW _DL27,Oil Producer,Development,Category IV,0,YEL23ESHDUALLINEITEM
SWER115,BQ34-37385,BQ34,REL,2028-09-06,2028-10-23,YIB,46.5,DAY,JLL SW _DL28,JALEEL SOUTH WEST,NORTH,37385,JLL SW _DL28,Oil Producer,Development,Category IV,0,YEL23ESHDUALLINEITEM
SWER115,BQ35-37386,BQ35,REL,2028-10-23,2028-12-08,YIB,46.5,DAY,JLL SW _DL29,JALEEL SOUTH WEST,NORTH,37386,JLL SW _DL29,Oil Producer,Development,Category IV,0,YEL23ESHDUALLINEITEM
SWER115,BQ36-37387,BQ36,REL,2028-12-08,2029-01-24,YIB,46.5,DAY,JLL SW _DL30,JALEEL SOUTH WEST,NORTH,37387,JLL SW _DL30,Oil Producer,Development,Category IV,0,YEL23ESHDUALLINEITEM
SWER115,BQ37-37388,BQ37,REL,2029-01-24,2029-02-25,YIB,32.400001525878906,DAY,JLL SW _SL_OP10,JALEEL SOUTH WEST,NORTH,37388,JLL SW _SL_OP10,Oil Producer,Development,Category IV,0,YEL23ESHC
SWER115,BQ38-37389,BQ38,REL,2029-02-25,2029-03-30,YIB,32.400001525878906,DAY,JLL SW _SL_OP11,JALEEL SOUTH WEST,NORTH,37389,JLL SW _SL_OP11,Oil Producer,Development,Category IV,0,YEL23ESHC
SWER115,BQ39-37390,BQ39,REL,2029-03-30,2029-05-03,YIB,34.099998474121094,DAY,JLL SW _WI18,JALEEL SOUTH WEST,NORTH,37390,JLL SW _WI18,Water Injector,Development,Category IV,0,YEL24WIHCLINEITEM
SWER115,BQ40-37391,BQ40,REL,2029-05-03,2029-06-06,YIB,34.099998474121094,DAY,JLL SW _WI19,JALEEL SOUTH WEST,NORTH,37391,JLL SW _WI19,Water Injector,Development,Category IV,0,YEL24WIHCLINEITEM
SWER115,BQ41-37392,BQ41,REL,2029-06-06,2029-07-10,YIB,34.099998474121094,DAY,JLL SW _WI20,JALEEL SOUTH WEST,NORTH,37392,JLL SW _WI20,Water Injector,Development,Category IV,0,YEL24WIHCLINEITEM
SWERIG76,BQ42-37393,BQ42,REL,2027-11-11,2028-01-09,YIB,59.099998474121094,DAY,ABH-GH-OP3,AL BASHAIR,NORTH,37393,ABH-GH-OP3,Oil Producer,Development,Category IV,0,EE964LTT
SWERIG76,BQ43-37394,BQ43,REL,2028-01-09,2028-02-29,YIB,51.79999923706055,DAY,ABH-GH-OP4,AL BASHAIR,NORTH,37394,ABH-GH-OP4,Oil Producer,Development,Category IV,0,YT964LTTLINEITEM
SWER176,BQ44-37395,BQ44,REL,2026-10-08,2026-11-05,YIB,27.399999618530273,DAY,HN-OP45,HANYA,NORTH,37395,HN-OP45,Oil Producer,Development,Category IV,0,YT423ESH
SWER116,BQ45-37396,BQ45,REL,2029-08-16,2029-10-01,YIB,46.5,DAY,JLL SW _DL34,JALEEL SOUTH WEST,NORTH,37396,JLL SW _DL34,Oil Producer,Development,Category IV,0,YEL23ESHDUALLINEITEM
SWER116,BQ46-37397,BQ46,REL,2029-10-01,2029-11-17,YIB,46.5,DAY,JLL SW _DL35,JALEEL SOUTH WEST,NORTH,37397,JLL SW _DL35,Oil Producer,Development,Category IV,0,YEL23ESHDUALLINEITEM
SWER116,BQ47-37398,BQ47,REL,2029-11-17,2030-01-02,YIB,46.5,DAY,JLL SW _DL36,JALEEL SOUTH WEST,NORTH,37398,JLL SW _DL36,Oil Producer,Development,Category IV,0,YEL23ESHDUALLINEITEM
SWER116,BQ48-37399,BQ48,REL,2030-01-02,2030-02-18,YIB,46.5,DAY,JLL SW _DL37,JALEEL SOUTH WEST,NORTH,37399,JLL SW _DL37,Oil Producer,Development,Category IV,0,YEL23ESHDUALLINEITEM
SWER116,BQ49-37400,BQ49,REL,2030-02-18,2030-03-22,YIB,32.400001525878906,DAY,JLL SW _SL_OP14,JALEEL SOUTH WEST,NORTH,37400,JLL SW _SL_OP14,Oil Producer,Development,Category IV,0,YEL23ESHC
SWER116,BQ50-37401,BQ50,REL,2030-03-22,2030-04-25,YIB,34.099998474121094,DAY,JLL SW _WI24,JALEEL SOUTH WEST,NORTH,37401,JLL SW _WI24,Water Injector,Development,Category IV,0,YEL24WIHCLINEITEM
SWER116,BQ51-37402,BQ51,REL,2030-04-25,2030-05-29,YIB,34.099998474121094,DAY,JLL SW _WI25,JALEEL SOUTH WEST,NORTH,37402,JLL SW _WI25,Water Injector,Development,Category IV,0,YEL24WIHCLINEITEM
SWER116,BQ52-37403,BQ52,REL,2030-05-30,2030-07-03,YIB,34.099998474121094,DAY,JLL SW _WI26,JALEEL SOUTH WEST,NORTH,37403,JLL SW _WI26,Water Injector,Development,Category IV,0,YEL24WIHCLINEITEM
SWER116,BQ53-37404,BQ53,REL,2030-07-03,2030-08-18,YIB,46.5,DAY,JLL SW _DL38,JALEEL SOUTH WEST,NORTH,37404,JLL SW _DL38,Oil Producer,Development,Category IV,0,YEL23ESHDUALLINEITEM
SWER116,BQ54-37405,BQ54,REL,2030-08-18,2030-10-04,YIB,46.5,DAY,JLL SW _DL39,JALEEL SOUTH WEST,NORTH,37405,JLL SW _DL39,Oil Producer,Development,Category IV,0,YEL23ESHDUALLINEITEM
SWER116,BQ55-37406,BQ55,REL,2030-10-04,2030-11-05,YIB,32.400001525878906,DAY,JLL SW _SL_OP15,JALEEL SOUTH WEST,NORTH,37406,JLL SW _SL_OP15,Oil Producer,Development,Category IV,0,YEL23ESHC
SWER116,BQ56-37407,BQ56,REL,2030-11-05,2030-12-09,YIB,34.099998474121094,DAY,JLL SW _WI27,JALEEL SOUTH WEST,NORTH,37407,JLL SW _WI27,Water Injector,Development,Category IV,0,YEL24WIHCLINEITEM
SWER116,BQ57-37408,BQ57,REL,2030-12-09,2031-01-12,YIB,34.099998474121094,DAY,JLL SW _WI28,JALEEL SOUTH WEST,NORTH,37408,JLL SW _WI28,Water Injector,Development,Category IV,0,YEL24WIHCLINEITEM
SWER116,BQ58-37409,BQ58,REL,2031-01-12,2031-02-15,YIB,34.099998474121094,DAY,JLL SW _WI29,JALEEL SOUTH WEST,NORTH,37409,JLL SW _WI29,Water Injector,Development,Category IV,0,YEL24WIHCLINEITEM
SWER116,BQ59-37410,BQ59,REL,2031-02-15,2031-03-21,YIB,34.099998474121094,DAY,JLL SW _WI30,JALEEL SOUTH WEST,NORTH,37410,JLL SW _WI30,Water Injector,Development,Category IV,0,YEL24WIHCLINEITEM
SWER116,BQ60-37411,BQ60,REL,2031-03-21,2031-04-24,YIB,34.099998474121094,DAY,JLL SW _WI31,JALEEL SOUTH WEST,NORTH,37411,JLL SW _WI31,Oil Producer,Development,Category IV,0,YEL24WIHCLINEITEM
SWER115,BQ61-37412,BQ61,REL,2029-07-17,2029-09-01,YIB,46.5,DAY,JLL SW _DL40,JALEEL SOUTH WEST,NORTH,37412,JLL SW _DL40,Oil Producer,Development,Category IV,0,YEL23ESHDUALLINEITEM
SWER115,BQ62-37413,BQ62,REL,2029-09-02,2029-10-18,YIB,46.5,DAY,JLL SW _DL41,JALEEL SOUTH WEST,NORTH,37413,JLL SW _DL41,Oil Producer,Development,Category IV,0,YEL23ESHDUALLINEITEM
SWER115,BQ63-37414,BQ63,REL,2029-10-18,2029-12-03,YIB,46.5,DAY,JLL SW _DL42,JALEEL SOUTH WEST,NORTH,37414,JLL SW _DL42,Oil Producer,Development,Category IV,0,YEL23ESHDUALLINEITEM
SWER115,BQ64-37415,BQ64,REL,2029-12-04,2030-01-19,YIB,46.5,DAY,JLL SW _DL43,JALEEL SOUTH WEST,NORTH,37415,JLL SW _DL43,Oil Producer,Development,Category IV,0,YEL23ESHDUALLINEITEM
SWER115,BQ65-37416,BQ65,REL,2030-01-19,2030-02-20,YIB,32.400001525878906,DAY,JLL SW _SL_OP16,JALEEL SOUTH WEST,NORTH,37416,JLL SW _SL_OP16,Oil Producer,Development,Category IV,0,YEL23ESHC
SWER115,BQ66-37417,BQ66,REL,2030-02-20,2030-03-26,YIB,34.099998474121094,DAY,JLL SW _WI32,JALEEL SOUTH WEST,NORTH,37417,JLL SW _WI32,Water Injector,Development,Category IV,0,YEL24WIHCLINEITEM
SWER115,BQ67-37418,BQ67,REL,2030-03-27,2030-04-30,YIB,34.099998474121094,DAY,JLL SW _WI33,JALEEL SOUTH WEST,NORTH,37418,JLL SW _WI33,Water Injector,Development,Category IV,0,YEL24WIHCLINEITEM
SWER115,BQ68-37419,BQ68,REL,2030-04-30,2030-06-15,YIB,46.5,DAY,JLL SW _DL44,JALEEL SOUTH WEST,NORTH,37419,JLL SW _DL44,Oil Producer,Development,Category IV,0,YEL23ESHDUALLINEITEM
SWER115,BQ69-37420,BQ69,REL,2030-06-15,2030-08-01,YIB,46.5,DAY,JLL SW _DL45,JALEEL SOUTH WEST,NORTH,37420,JLL SW _DL45,Oil Producer,Development,Category IV,0,YEL23ESHDUALLINEITEM
SWER115,BQ70-37421,BQ70,REL,2030-08-01,2030-09-16,YIB,46.5,DAY,JLL SW _DL46,JALEEL SOUTH WEST,NORTH,37421,JLL SW _DL46,Oil Producer,Development,Category IV,0,YEL23ESHDUALLINEITEM
SWER115,BQ71-37422,BQ71,REL,2030-09-16,2030-10-18,YIB,32.400001525878906,DAY,JLL SW _SL_OP17,JALEEL SOUTH WEST,NORTH,37422,JLL SW _SL_OP17,Oil Producer,Development,Category IV,0,YEL23ESHC
SWER115,BQ72-37423,BQ72,REL,2030-10-19,2030-11-22,YIB,34.099998474121094,DAY,JLL SW _WI34,JALEEL SOUTH WEST,NORTH,37423,JLL SW _WI34,Water Injector,Development,Category IV,0,YEL24WIHCLINEITEM
SWER115,BQ73-37424,BQ73,REL,2030-11-22,2030-12-26,YIB,34.099998474121094,DAY,JLL SW _WI35,JALEEL SOUTH WEST,NORTH,37424,JLL SW _WI35,Water Injector,Development,Category IV,0,YEL24WIHCLINEITEM
SWER115,BQ74-37425,BQ74,REL,2030-12-26,2031-01-29,YIB,34.099998474121094,DAY,JLL SW _WI36,JALEEL SOUTH WEST,NORTH,37425,JLL SW _WI36,Water Injector,Development,Category IV,0,YEL24WIHCLINEITEM
SWER115,BQ75-37426,BQ75,REL,2031-01-29,2031-03-04,YIB,34.099998474121094,DAY,JLL SW _WI37,JALEEL SOUTH WEST,NORTH,37426,JLL SW _WI37,Water Injector,Development,Category IV,0,YEL24WIHCLINEITEM
SWER115,BQ76-37427,BQ76,REL,2031-03-04,2031-04-07,YIB,34.099998474121094,DAY,JLL SW _WI38,JALEEL SOUTH WEST,NORTH,37427,JLL SW _WI38,Water Injector,Development,Category IV,0,YEL24WIHCLINEITEM
SWER115,BQ77-37428,BQ77,REL,2031-04-07,2031-05-11,YIB,34.099998474121094,DAY,JLL SW _WI39,JALEEL SOUTH WEST,NORTH,37428,JLL SW _WI39,Water Injector,Development,Category IV,0,YEL24WIHCLINEITEM
SWER115,BQ78-37429,BQ78,REL,2031-05-11,2031-06-14,YIB,34.099998474121094,DAY,JLL SW _WI40,JALEEL SOUTH WEST,NORTH,37429,JLL SW _WI40,Oil Producer,Development,Category IV,0,YEL24WIHCLINEITEM
SWER137,BQ80-37431,BQ80,REL,2026-06-12,2026-06-29,AML,16.5,DAY,AL_PH2B_APP1_P,AMAL EAST,SOUTH,37431,AL_PH2B_APP1_P,Oil Producer,Development,Category IV,0,N9424ST
SWER137,BQ81-37432,BQ81,REL,2026-05-27,2026-06-12,AML,16.5,DAY,AL_PH2B_APP2_P,AMAL EAST,SOUTH,37432,AL_PH2B_APP2_P,Oil Producer,Development,Category IV,0,N9424ST
SWERIG82,BQ82-37433,BQ82,REL,2026-12-31,2027-01-17,AML,16.5,DAY,AL_PH2B_APP4_P,AMAL EAST,SOUTH,37433,AL_PH2B_APP4_P,Oil Producer,Development,Category IV,0,N9424ST
SWERIG63,BQ86-37434,BQ86,REL,2029-10-22,2029-12-25,GSR,64.0,DAY,SRNW-DD79,SAIH RAWL NW,GAS,37434,SRNW-DD79,Gas Producer,Development,Category III,0,GT964FCF
SWERIG63,BQ87-37435,BQ87,REL,2029-12-25,2030-02-27,GSR,64.0,DAY,SRNW-DD80,SAIH RAWL NW,GAS,37435,SRNW-DD80,Gas Producer,Development,Category III,0,GT964FCF
SWERIG63,BQ88-37436,BQ88,REL,2030-02-27,2030-05-02,GSR,64.0,DAY,SRNW-DD77,SAIH RAWL NW,GAS,37436,SRNW-DD77,Gas Producer,Development,Category III,0,GT964FCF
SWERIG63,BQ89-37437,BQ89,REL,2030-05-02,2030-07-05,GSR,64.0,DAY,SRNW-DD26,SAIH RAWL NW,GAS,37437,SRNW-DD26,Gas Producer,Development,Category III,0,GT964FCF
SWERIG63,BQ90-37438,BQ90,REL,2030-07-05,2030-09-07,GSR,64.0,DAY,SRNW-DD84,SAIH RAWL NW,GAS,37438,SRNW-DD84,Gas Producer,Development,Category III,0,GT964FCF
SWER110,BQ91-37439,BQ91,REL,2029-01-11,2029-04-17,GSR,96.4000015258789,DAY,SR-BLADE_W6,SAIH RAWL,GAS,37439,SR-BLADE_W6,Gas Producer,Development,Category III,0,GTL64LTFH
SWER135,BQ94-37440,BQ94,REL,2026-06-17,2026-09-04,GSN,79.0,DAY,BRNW EXT 1,BURHAAN,GAS,37440,BRNW EXT 1,Gas Producer,Development,Category III,0,GTL64FCBSLIMSMO
SWER111,BQ95-37441,BQ95,REL,2027-08-09,2027-10-13,GSR,65.5,DAY,SRM_2022_INFILL3,SAIH RAWL,GAS,37441,SRM_2022_INFILL3,Gas Producer,Development,Category III,0,GT96FCTFCMSF
SWER111,BQ96-37442,BQ96,REL,2027-10-14,2027-12-18,GSR,65.5,DAY,SRM_MQ_WFF,SAIH RAWL,GAS,37442,SRM_MQ_WFF,Gas Producer,Development,Category III,0,GT96FCTFCMSF
SWER111,BQ98-37443,BQ98,REL,2027-12-28,2028-03-01,GSR,64.0,DAY,BARIK INFILL-2,BARIK,GAS,37443,BARIK INFILL-2,Gas Producer,Development,Category III,0,GT964FCF
SWER111,BQ99-37444,BQ99,REL,2028-12-04,2029-02-07,GSR,65.5,DAY,SRS_SEF_2,SAIH RAWL,GAS,37444,SRS_SEF_2,Gas Producer,Development,Category III,0,GT96FCTFCMSF
SWER111,BR00-37445,BR00,REL,2029-02-07,2029-04-13,GSR,65.5,DAY,SRS_SEF_3,SAIH RAWL,GAS,37445,SRS_SEF_3,Gas Producer,Development,Category III,0,GT96FCTFCMSF
SWER111,BR01-37446,BR01,REL,2029-08-30,2029-11-17,GSN,79.0,DAY,BRNW EXT 5,BURHAAN,GAS,37446,BRNW EXT 5,Gas Producer,Development,Category III,0,GTL64FSLIMSMH29
SWER111,BR03-37447,BR03,REL,2029-11-24,2030-01-27,GSR,64.0,DAY,SRNW-DD65,SAIH RAWL NW,GAS,37447,SRNW-DD65,Gas Producer,Development,Category III,0,GT964FCF
SWER111,BR05-37448,BR05,REL,2030-12-21,2031-02-24,GSR,65.5,DAY,SRM-GRABEN1,SAIH RAWL,GAS,37448,SRM-GRABEN1,Gas Producer,Development,Category III,0,GT96FCTFCMSF
SWERIG64,BR06-37449,BR06,REL,2028-05-04,2028-08-08,GSR,96.4000015258789,DAY,SR_MFW1 (HORZ),SAIH RAWL,GAS,37449,SR_MFW1 (HORZ),Gas Producer,Development,Category III,0,GTL64LTFH
SWERIG64,BR07-37450,BR07,REL,2028-08-08,2028-11-12,GSR,96.4000015258789,DAY,SR_BLADE_W5,SAIH RAWL,GAS,37450,SR_BLADE_W5,Gas Producer,Development,Category III,0,GTL64LTFH
SWERIG75,BR08-37451,BR08,REL,2026-02-04,2026-04-07,GSR,63.0,DAY,SRM-VE130,SAIH RAWL,GAS,37451,SRM-VE130,Gas Producer,Development,Category III,0,GT96FCTCS
SWERIG75,BR09-37452,BR09,REL,2026-04-08,2026-06-12,GSR,65.5,DAY,SRM-MQ_WFF_APP1,SAIH RAWL,GAS,37452,SRM-MQ_WFF_APP1,Gas Producer,Development,Category III,0,GT96FCTFCMSF
SWER135,BR12-37453,BR12,REL,2030-01-22,2030-04-28,GKR,95.80000305175781,DAY,ALHUSSAINNORTH,AL HUWAISAH,GAS,37453,ALHUSSAINNORTH,Gas Producer,Development,Category III,0,GE984CMXSL
SWER135,BR13-37454,BR13,REL,2030-08-11,2030-11-15,GKR,95.80000305175781,DAY,AH-I-D1,AL HUWAISAH,GAS,37454,AH-I-D1,Gas Producer,Development,Category III,0,GE984CMXL
SWER135,BR14-37455,BR14,REL,2030-11-15,2031-02-19,GKR,95.80000305175781,DAY,AH-I-D2,AL HUWAISAH,GAS,37455,AH-I-D2,Gas Producer,Development,Category III,0,GE984CMXL
SWER135,BR15-37456,BR15,REL,2031-03-15,2031-05-25,GKR,70.5999984741211,DAY,LEKHWAIR-UM2,LEKHWAIR,GAS,37456,LEKHWAIR-UM2,Gas Producer,Development,Category III,0,GT734FCH
SWER135,BR16-37457,BR16,REL,2031-05-25,2031-08-28,GKR,95.80000305175781,DAY,AH-I-D8,AL HUWAISAH,GAS,37457,AH-I-D8,Gas Producer,Development,Category III,0,GE984CMXL
SWERIG10,BR17-37458,BR17,REL,2027-02-25,2027-05-30,GSN,94.5999984741211,DAY,GFR-INJ-2,GHAFEER,GAS,37458,GFR-INJ-2,Gas Producer,Development,Category III,0,GT464G2GP
SWERIG10,BR18-37459,BR18,REL,2027-05-30,2027-09-02,GSN,94.5999984741211,DAY,GFR-INJ-3,GHAFEER,GAS,37459,GFR-INJ-3,Gas Producer,Development,Category III,0,GT464G2GP
SWERIG10,BR19-37460,BR19,REL,2028-10-16,2029-01-07,GSN,83.19999694824219,DAY,RBB-7R GAS,RABAB,GAS,37460,RBB-7R GAS,Gas Producer,Development,Category III,0,GT464R2GP
SWERIG10,BR20-37461,BR20,REL,2030-02-17,2030-06-20,GSN,123.5,DAY,TY SE FUP2 (2030),TAYSEER,GAS,37461,TY SE FUP2 (2030),Gas Producer,Development,Category III,0,HE464LTGP
SWERIG10,BR21-37462,BR21,REL,2030-06-21,2030-10-22,GSN,123.5,DAY,TY SE FUP3 (2030),TAYSEER,GAS,37462,TY SE FUP3 (2030),Gas Producer,Development,Category III,0,HE464LTGP
SWERIG10,BR22-37463,BR22,REL,2030-10-22,2031-01-25,GSN,94.5999984741211,DAY,GFR N FU2,GHAFEER,GAS,37463,GFR N FU2,Gas Producer,Development,Category II,0,GT464G2GP
SWERIG74,BR25-37464,BR25,REL,2029-01-31,2029-03-23,GKR,51.29999923706055,DAY,AH-GH-DEV2-SOUTH,AL HUWAISAH,GAS,37464,AH-GH-DEV2-SOUTH,Gas Producer,Development,Category III,0,GTL64CMFCAHGH
SWERIG74,BR26-37465,BR26,REL,2029-03-23,2029-05-14,GKR,51.29999923706055,DAY,AH-GH-DEV3-SOUTH,AL HUWAISAH,GAS,37465,AH-GH-DEV3-SOUTH,Gas Producer,Development,Category III,0,GTL64CMFCAHGH
SWERIG74,BR27-37466,BR27,REL,2029-11-15,2030-01-05,GKR,51.29999923706055,DAY,AH-GH-DEV4-SOUTH,AL HUWAISAH,GAS,37466,AH-GH-DEV4-SOUTH,Gas Producer,Development,Category III,0,GTL64CMFCAHGH
SWERIG74,BR28-37467,BR28,REL,2030-01-05,2030-02-25,GKR,51.29999923706055,DAY,AH-GH-DEV5-SOUTH,AL HUWAISAH,GAS,37467,AH-GH-DEV5-SOUTH,Gas Producer,Development,Category III,0,GTL64CMFCAHGH
SWERIG74,BR29-37468,BR29,REL,2030-02-25,2030-04-18,GKR,51.29999923706055,DAY,AH-GH-DEV6-SOUTH,AL HUWAISAH,GAS,37468,AH-GH-DEV6-SOUTH,Gas Producer,Development,Category III,0,GTL64CMFCAHGH
SWERIG74,BR30-37469,BR30,REL,2030-04-18,2030-06-08,GKR,51.29999923706055,DAY,AH-GH-DEV7-SOUTH,AL HUWAISAH,GAS,37469,AH-GH-DEV7-SOUTH,Gas Producer,Development,Category III,0,GTL64CMFCAHGH
SWERIG74,BR31-37470,BR31,REL,2030-06-08,2030-07-29,GKR,51.29999923706055,DAY,AH-GH-DEV8-SOUTH,AL HUWAISAH,GAS,37470,AH-GH-DEV8-SOUTH,Gas Producer,Development,Category III,0,GTL64CMFCAHGH
SWERIG74,BR32-37471,BR32,REL,2030-07-29,2030-09-19,GKR,51.29999923706055,DAY,AH-GH-DEV9-SOUTH,AL HUWAISAH,GAS,37471,AH-GH-DEV9-SOUTH,Gas Producer,Development,Category III,0,GTL64CMFCAHGH
SWERIG74,BR33-37472,BR33,REL,2030-09-19,2030-11-09,GKR,51.29999923706055,DAY,AH-GH-DEV10-SOUTH,AL HUWAISAH,GAS,37472,AH-GH-DEV10-SOUTH,Gas Producer,Development,Category III,0,GTL64CMFCAHGH
SWER110,BR34-37473,BR34,REL,2026-11-21,2027-02-11,GKR,82.0,DAY,FAKHER_XXXX,FAKHER,GAS,37473,FAKHER_XXXX,Gas Producer,Development,Category III,0,GT964FCK
SWER126,BR84-37474,BR84,REL,2028-07-26,2028-07-29,MALRTQ,3.0,DAY,RIG MOVE,QAHARIR,SOUTH,37474,RA-USI-201,Unspecified,Unspecified,Category IV,0,RIG MOVE
SWER128,BS02-37475,BS02,REL,2027-02-02,2027-02-18,MALRTQ,15.5,DAY,TL_SB_AK_CR_OP_03',THULEILAT,SOUTH,37475,TL_SB_AK_CR_OP_03',Oil Producer,Development,Category IV,0,M9423PCRTH
SWER126,BS04-37477,BS04,REL,2026-06-15,2026-07-02,MALRTQ,16.899999618530273,DAY,QAH_EXTENDED_BETA_HAIMA_OP1,QAHARIR,SOUTH,37477,QAH_EXTENDED_BETA_HAIMA_OP1,Oil Producer,Development,Category IV,0,M9423ESPRTQD
SWER140,BS06-37478,BS06,REL,2027-03-20,2027-04-08,USP,18.899999618530273,DAY,DM-USCC-P2-OP-03,DHULAIMA,NORTH,37478,,Oil Producer,Development,Category IV,0,LTL23ESUSHN
SWER140,BS07-37479,BS07,REL,2026-05-20,2026-06-07,USP,18.0,DAY,DM-USCC-P2-WI-05,DHULAIMA,NORTH,37479,,Oil Producer,Development,Category IV,0,LTL23ESUSHN
SWERIG99,BS08-37480,BS08,REL,2026-04-14,2026-04-17,LEK,3.0,DAY,RIG MOVE,LEKHWAIR,NORTH,37480,RIG MOVE,Unspecified,Unspecified,Category IV,0,RIG MOVE
SWERIGL1,BS09-37481,BS09,REL,2029-02-28,2029-03-27,LEK,27.200000762939453,DAY,LNF_SHAMMAR_WI_L846ST,LEKHWAIR,NORTH,37481,LNF_SHAMMAR_WI_L846ST,Water Injector,Development,Category IV,0,LTL23WIPSHA
SWERIGL1,BS10-37482,BS10,REL,2029-01-30,2029-02-28,LEK,28.700000762939453,DAY,LNF_SHAMMAR_OP_16,LEKHWAIR,NORTH,37482,LNF_SHAMMAR_OP_16,Oil Producer,Development,Category IV,0,LTL23ESHPSHA
SWERIGL1,BS11-37483,BS11,REL,2029-01-01,2029-01-30,LEK,28.700000762939453,DAY,LNF_SHAMMAR_OP_10,LEKHWAIR,NORTH,37483,LNF_SHAMMAR_OP_10,Oil Producer,Development,Category IV,0,LTL23ESHPSHA
SWERIGL1,BS12-37484,BS12,REL,2028-12-04,2029-01-01,LEK,28.700000762939453,DAY,LNF_SHAMMAR_OP_05,LEKHWAIR,NORTH,37484,LNF_SHAMMAR_OP_05,Oil Producer,Development,Category IV,0,LTL23ESHPSHA
SWERIGL1,BS13-37485,BS13,REL,2028-11-05,2028-12-04,LEK,28.700000762939453,DAY,LNF_SHAMMAR_OP_02,LEKHWAIR,NORTH,37485,LNF_SHAMMAR_OP_02,Oil Producer,Development,Category IV,0,LTL23ESHPSHA
SWERIGL1,BS14-37486,BS14,REL,2028-10-07,2028-11-05,LEK,28.700000762939453,DAY,LNF_SHAMMAR_OP_L946ST,LEKHWAIR,NORTH,37486,LNF_SHAMMAR_OP_L946ST,Oil Producer,Development,Category IV,0,LTL23ESHPSHA
SWERIGL1,BS15-37487,BS15,REL,2028-09-09,2028-10-07,LEK,28.700000762939453,DAY,LNF_SHAMMAR_OP_L969ST,LEKHWAIR,NORTH,37487,LNF_SHAMMAR_OP_L969ST,Oil Producer,Development,Category IV,0,LTL23ESHPSHA
SWERIGL1,BS16-37488,BS16,REL,2028-08-11,2028-09-09,LEK,28.700000762939453,DAY,LNF_SHAMMAR_OP_03,LEKHWAIR,NORTH,37488,LNF_SHAMMAR_OP_03,Oil Producer,Development,Category IV,0,LTL23ESHPSHA
SWERIGL1,BS17-37489,BS17,REL,2028-07-13,2028-08-11,LEK,28.700000762939453,DAY,LNF_SHAMMAR_OP_L1034ST,LEKHWAIR,NORTH,37489,LNF_SHAMMAR_OP_L1034ST,Oil Producer,Development,Category IV,0,LTL23ESHPSHA
SWERIGL1,BS18-37490,BS18,REL,2028-06-15,2028-07-13,LEK,28.700000762939453,DAY,LNF_SHAMMAR_OP_NEARL1158,LEKHWAIR,NORTH,37490,LNF_SHAMMAR_OP_NEARL1158,Oil Producer,Development,Category IV,0,LTL23ESHPSHA
SWERIGL1,BS19-37491,BS19,REL,2028-03-29,2028-04-23,LEK,24.799999237060547,DAY,DMA-LSA-OP-A014,LEKHWAIR,NORTH,37491,DMA-LSA-OP-A014,Oil Producer,Development,Category IV,0,LTL23ESSAT
SWERIGL1,BS20-37492,BS20,REL,2028-03-01,2028-03-26,USP,24.799999237060547,DAY,MANAHAL FUP 2_OP,LEKHWAIR,NORTH,37492,MANAHAL FUP 2_OP,Oil Producer,Development,Category IV,0,LTL23ESUS
